T22,Major trading partners,,,,,,,
Region/Country/Area,,Year,Series,Major trading partner 1 (% of exports),Major trading partner 1 (% of exports) footnote,Value,Footnotes,Source
484,Mexico,2015,Major trading partner 3 (% of imports),Republic of Korea,,3.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
484,Mexico,2022,Major trading partner 3 (% of imports),Republic of Korea,,3.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
583,Micronesia (Fed. States of),2010,Major trading partner 1 (% of exports),Thailand,,30.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
583,Micronesia (Fed. States of),2015,Major trading partner 1 (% of exports),Thailand,,50.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
583,Micronesia (Fed. States of),2022,Major trading partner 1 (% of exports),Thailand,,81.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
583,Micronesia (Fed. States of),2010,Major trading partner 1 (% of imports),United States,,48.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
583,Micronesia (Fed. States of),2015,Major trading partner 1 (% of imports),United States,,23.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
583,Micronesia (Fed. States of),2022,Major trading partner 1 (% of imports),United States,,40.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
583,Micronesia (Fed. States of),2010,Major trading partner 2 (% of exports),Philippines,,1.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
583,Micronesia (Fed. States of),2015,Major trading partner 2 (% of exports),Philippines,,0.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
583,Micronesia (Fed. States of),2022,Major trading partner 2 (% of exports),Philippines,,11.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
583,Micronesia (Fed. States of),2010,Major trading partner 2 (% of imports),China,,2.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
583,Micronesia (Fed. States of),2015,Major trading partner 2 (% of imports),China,,7.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
583,Micronesia (Fed. States of),2022,Major trading partner 2 (% of imports),China,,19.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
583,Micronesia (Fed. States of),2010,Major trading partner 3 (% of exports),Japan,,10.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
583,Micronesia (Fed. States of),2015,Major trading partner 3 (% of exports),Japan,,18.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
583,Micronesia (Fed. States of),2022,Major trading partner 3 (% of exports),Japan,,4.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
583,Micronesia (Fed. States of),2010,Major trading partner 3 (% of imports),Japan,,8.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
583,Micronesia (Fed. States of),2015,Major trading partner 3 (% of imports),Japan,,12.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
583,Micronesia (Fed. States of),2022,Major trading partner 3 (% of imports),Japan,,9.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
496,Mongolia,2010,Major trading partner 1 (% of exports),China,,81.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
496,Mongolia,2015,Major trading partner 1 (% of exports),China,,83.5,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
496,Mongolia,2022,Major trading partner 1 (% of exports),China,,82.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
496,Mongolia,2010,Major trading partner 1 (% of imports),China,,41.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
496,Mongolia,2015,Major trading partner 1 (% of imports),China,,35.8,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
496,Mongolia,2022,Major trading partner 1 (% of imports),China,,36.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
496,Mongolia,2010,Major trading partner 2 (% of exports),Switzerland,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
496,Mongolia,2015,Major trading partner 2 (% of exports),Switzerland,,2.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
496,Mongolia,2022,Major trading partner 2 (% of exports),Switzerland,,9.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
496,Mongolia,2010,Major trading partner 2 (% of imports),Russian Federation,,26.8,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
496,Mongolia,2015,Major trading partner 2 (% of imports),Russian Federation,,26.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
496,Mongolia,2022,Major trading partner 2 (% of imports),Russian Federation,,28.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
496,Mongolia,2010,Major trading partner 3 (% of exports),Singapore,,0.0,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
496,Mongolia,2015,Major trading partner 3 (% of exports),Singapore,,0.6,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
496,Mongolia,2022,Major trading partner 3 (% of exports),Singapore,,2.7,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
496,Mongolia,2010,Major trading partner 3 (% of imports),Japan,,4.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
496,Mongolia,2015,Major trading partner 3 (% of imports),Japan,,7.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
496,Mongolia,2022,Major trading partner 3 (% of imports),Japan,,6.6,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
499,Montenegro,2010,Major trading partner 1 (% of exports),Serbia,,28.2,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
499,Montenegro,2015,Major trading partner 1 (% of exports),Serbia,,22.1,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
499,Montenegro,2022,Major trading partner 1 (% of exports),Serbia,,21.3,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
499,Montenegro,2010,Major trading partner 1 (% of imports),Serbia,,26.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
499,Montenegro,2015,Major trading partner 1 (% of imports),Serbia,,28.1,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
499,Montenegro,2022,Major trading partner 1 (% of imports),Serbia,,17.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
499,Montenegro,2010,Major trading partner 2 (% of exports),Switzerland,,0.7,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
499,Montenegro,2015,Major trading partner 2 (% of exports),Switzerland,,1.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
499,Montenegro,2022,Major trading partner 2 (% of exports),Switzerland,,15.4,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
499,Montenegro,2010,Major trading partner 2 (% of imports),China,,5.4,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
499,Montenegro,2015,Major trading partner 2 (% of imports),China,,10.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
499,Montenegro,2022,Major trading partner 2 (% of imports),China,,9.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
499,Montenegro,2010,Major trading partner 3 (% of exports),Bosnia Herzegovina,,7.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
499,Montenegro,2015,Major trading partner 3 (% of exports),Bosnia Herzegovina,,9.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
499,Montenegro,2022,Major trading partner 3 (% of exports),Bosnia Herzegovina,,12.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
499,Montenegro,2010,Major trading partner 3 (% of imports),Greece,,7.0,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
499,Montenegro,2015,Major trading partner 3 (% of imports),Greece,,6.2,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
499,Montenegro,2022,Major trading partner 3 (% of imports),Greece,,8.3,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
500,Montserrat,2010,Major trading partner 1 (% of exports),France,,25.9,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
500,Montserrat,2015,Major trading partner 1 (% of exports),France,,6.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
500,Montserrat,2022,Major trading partner 1 (% of exports),France,,78.9,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
500,Montserrat,2010,Major trading partner 1 (% of imports),United States,,68.5,Estimate.,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2023."
